"ratingDate","partial_entry"
"Diulas pada 22 Agustus 2015","Semakin tahun semakin baik (maintenance gedungnya)Lawang Sewu punya nilai sejarah yang besar. Bangunan gedung yang unik dan nilai mistis nya jadi daya tarik tersendiri.Tiap sudut lawang sewu juga bersih.Ruang dalam (lantai 1 hingga 3) juga terlihat rapi. Mungkin kekurangan nya adalah lahan parkir. Cukup sulit mencari parkir di lawang sewu karna memang ngga ada lahan parkir resmi nya. Jadi harus mencari dulu.Selebihnya, worth it lah .."
"",""
"Diulas pada 22 Agustus 2015","Karena senang mengunjungi museum, maka Lawang Sewu adalah salah satu destinasi wajib bila berada di Semarang.Cobalah berkunjung di malam hari.Rasakan sensasi adrenalin dobel dan menurut saya menjadi lebih terkesan mistis,, #wisata_malam"
"Diulas pada 21 Agustus 2015","Lawang Sewu... dengarnya saja sebenarnya sudah berbau mistis. Dan benar saja datang ke sana sudah terlihat dari luar aura mistisnya. Pada saat berkunjung sih untung pas sedang pameran tapi waktu itu sudah agak sore. Dan anak saya yang termasuk anak2 indigo bilang kalau di plafon gedung dia melihat sesuatu. ditambah lagi ada bberpa pohon beringin yang tumbuh besar di sekitar. Tapi belum lengkap rasanya kalau sudah sampai ke Semarang tidak mampi ke sini. Karena Lawang Sewu merupakan gedung tua yang penuh sejarah di kota Semarang. Seperti kebanyakan gedung2 tua lainnya arsitekturnya benar2 tampak jelas dan terbilang masih sangat kokoh. Letaknya sendiri sangat strategis karena jalan sedikit sudah pusat jajanan khas Semarang. Walaupun angker tapi mendengar kata lawang sewu ini bikin kita penasaran kalau yg belum pernah kesana."
"Diulas pada 21 Agustus 2015","Kali pertama kesini. Tp ga sengeri semenakutkan seseram yg dibayangkan dan yg diliat di tv. Walopun cuaca panas..tp hawa disini adem.Guide nya total dan ramah.Sayang banyak bagian yg lg dipugar..jd tdk bs dilihat."
"Diulas pada 21 Agustus 2015","Banyak yang mengenal lawang sewu sebagai sebuah peninggalan sejarah yang sering disangkutpautkan dengan cerita mistisBangunan ini adalah salah satu cagar budaya milik PT. KAI yang menjadi pesona wisata SemarangSaya dibuat takjub dengan arsitektur khas Belanda-nya, begitu melangkahkan kaki ke setiap ruangan memang ada sedikit rasa yang berbeda, entah karena ekspektasi saya atau memang benar apa yang dikatakan orang-orang bahwa tempat ini angker tapi namanya juga bangunan tua dan tak berpenghuni yaa.. who knows..Yang jelas aroma sejarahnya benar-benar terasa..."
"Diulas pada 21 Agustus 2015","hari pertama saat saya kesemarang saya berkunjung kelawang sewu. banyak hal yang dapat saya pelajari disini .tempat pertama kali pembuatan karcis kereta, disini juga banyak peninggalan sejarah yaitu telepon zaman dahulu, mesin ketik, dan sebagainyapemandu kami dilawang sewu juga sangat luas wawasannya dan baik. terima kasih pemanduku......"
"Diulas pada 20 Agustus 2015","panas bgt (yah namanya jg semarang) untung masih bnyk pohon2 di dalam pelatarannya.  ketika siang itu ramai bgt anak sekolahan, jd seakan2 kk bentuknya kayak sekolah gitu,. hehehehe,,,tiket kmrn saya beli 10 ribu rupiah . dan di dalam sini ga ada tempat makan, adanya di gerbang. Jadi persis anak sekolahan kalo mau beli makan. transaksinya lewat pager."
"",""
"Diulas pada 19 Agustus 2015","Bisa dibilang kota tua nya semarang. Lawang sewu identik dengan keangkerannya.. hehe karena kita datangnya sore, sehingga keangkerannya hilang sama sekali.. yang terlihat gedung cantik gaya klasik.Ini adalah kunjungan pertama saya di semarang. Sesampainya saya di terminal turboyo saya langsung menggunakan busway nya semarang. Murah!!! Only Rp 3500/person and you can go to lawang sewu :)"
"Diulas pada 16 Agustus 2015","Pengalaman pertama saya mengunjungi lawang sewu,  sangat berkesan jauh dari pemikiran saya sebelumnya yang menggambarkan lawang sewu sebagai tempat mistis, ternyata sebaliknya sangat bersih dan terawat,  dan di dukung juga oleh manajemen lawang sewu yang ramah, 😊,  bisa sebagai salah satu contoh manjemen perwatan bangunan cagar budaya. 👍"
"Diulas pada 15 Agustus 2015","Lawang Sewu berlokasi di tengah kota.Saat saya mengunjunginya organisasi pengunjung sudah sangat baik.Penataan dan arah jalan untuk ikut tour singkat sangat baik.Restorasi gedung dijelaskan di diorama yg ada di dekat lapangan, sangat jelas mulai dari photo dan artefak yg masih asli tersedia.Kita dibawa ke abad 19 dimana di Semarang saat itu berlangsung pembangunan gedung lawang sewu, saya lupa namanya..Nederlandsch Indishe Spoorweg Naatschappij (NIS). Gedung tiga lantai bergaya art deco (1850-1940) ini karya arsitek Belanda ternama, Prof Jacob F Klinkhamer dan BJ Queendag.Pokoknya saya puas meihat dan menikmati sekali perjalanan ke lawang sewu.Kalau ke Semarang harus ke lawang sewu ya."
"Diulas pada 14 Agustus 2015","Tiket hanya 10k tapi jika ingin memakai jasa guide ada biaya tambahan. akses tidak full. ada beberapa yang kita tidak bisa lihat. musium nya cukup lengkap"
"Diulas pada 13 Agustus 2015","Lawang Sewu.merupakan salah satu obyek wisata sejarah di kota Semarang yang wajib dikunjungi, terletak di pusat kota Semarang berhadapan dengan Tugu Muda.Banyak wisatawan domestik maupun mancanegara yang berkunjung ke Lawang Sewu. Bangunan Lawang Sewu merupakan.peninggalan jaman Belanda dan dangat terkenal karena banyaknya pintu dan jendela, sehingga disebut Lawang Sewu. Tempat ini.juga sering dijadikan tempat pembuatan film yang berbau mistik."
"Diulas pada 12 Agustus 2015","Pertama kali ketempat ini sewaktu nganterin adik pendaftaran kuliah. Yang terlintas di benak saya waktu itu adalah lawang sewu tempat yang menyeramkan. Emang sih pas masuk ada kesan mistis banget apalagi banyak lorong2. tapi keindahan arsitektur bangunannya patut diacungin jempol. So far sih ga nyesel dateng ke sana, dan menurut saya ini salah satu tempat yang mesti dan kudu di datengin kalo ke semarang"
"",""
"Diulas pada 12 Agustus 2015","Dengan harga tiket yang cukup murah untuk dewasa Rp 10.000,- dan anak-anak Rp 5.000,- membuat wisata ini sangat layak untuk dikunjungi baik turis domestik ataupun mancanegara. Lawang sewu merepresentasikan bangunan kuat nan kokoh pada zaman Hindia Belanda. Lawang artinya pintu, sewu artinya seribu..meski jumlahnya tidak sampai seribu namun masyarakat jawa selalu mengartikan yang banyak itu dengan kata sewu alias seribu."
"Diulas pada 11 Agustus 2015","Buat yang suka wisata mistis sangat cocok datang kesini. Tiket masuknya murah. Tapi kalau ingin masuk sampai ke ruang bawah tanah harus pakai jasa pemandu dengan biaya tambahan. Tapi jika patungan dengan teman-teman jatuhnya murah. Untuk turun ke ruang bawah tanah juga harus sewa sepatu boot karena kadang lantainya tergenang air rembesan. Siapkan kamera anda untuk menangkap sosok penampakan jika anda beruntung (atau sial?)"
"Diulas pada 6 Agustus 2015","Cobalah kunjungi Lawang Sewu pada saat pagi/siang dan pada saat sore sampai malam.  Suasananya beda.  Apalagi saat sore hari dimana lampu gedung sudah dinyalakan dan langit masih cerah, sangat bagus saat difoto.  Oh ya, di lantai atas yang konon tempat penyiksaan tentara Jepang, saat kami foto terlihat banyak orbs di hasil foto kami :)  Spooky eh."
"Diulas pada 5 Agustus 2015","Gedung ini adalah ikon kota semarang, tentunya bersama tugu muda yang berdiri kokoh di depanya. Setelah direnovasi dan dibuk untuk umum, bekas markas NISM (maskapai perkeretaapian hindia belanda) ini salah satu tempat yang wajib dikunjungi di Semarang. Selain berbagai peninggalan dan dokumentasi perkembangan perkeretaapian di Indonesia, disini juga ada salah satu ruangan audio dilengkapi dengan video sebagai sumber pengetahuan. Oya, disini ada juga lokomotif kereta uap lho."
"Diulas pada 5 Agustus 2015","sangat bagus bangunannya. lingkungan di dalam nya juga asri dan cukup bersih, ketika saya berkunjung, ada orkes keroncong yang perform di halaman di bawah pohon rindang, sangat sangat romantik. oh iya info2 yg tersaji di dalam museum juga menarik, cuma karena tidak terlalu terang pencahayaan di dalam, membuat saya kurang semangat membaca keterangan2 yg tertulis pada benda2 yg di pajang di sana."
"Diulas pada 4 Agustus 2015","Lawang sewu merupakan salah satu Landmark Kota semarang yang wajib masuk menjadi daftar kunjungan bagi para wisatawan yang berkunjung ke Kota Semarang. Bangunan peninggalan Belanda ini difungsikan sebagai museum Kereta Api. Arsitektur bangunan yang bagus khas bangunan-bangunan peninggalan Belanda yang membedakan adalah jumlah pintunya. Dalam area ini terdapat tiga gedung terpisah dengan karakteristik masing-masing namun semua mempunyai pintu yang banyak ."
"",""
"Diulas pada 2 Agustus 2015","Lawang Sewu adalah obyek wisata paling terkenal di Semarang. Rasanya tak lengkap mengunjungi Semarang tanpa mendatanginya. Sejarahnya tempat ini didirikan Belanda sebagai kantor perkeretaapian. Tempat yang cocok didatangi untuk menambah pengetahuan kita dan juga lokasinya bagus untuk foto2."
"Diulas pada 1 Agustus 2015","Harus banget bagi yang sedang berlibur ke semarang.Harus di coba karena kalo belum kesini belum ke Semarang !!!letaknya di pusat kota banyak banget angkutan ke sini, tiket masuk terakhir 10.000rp"
"Diulas pada 23 Juli 2015","Kami sekeluarga berkunjung waktu Lebaran 2015- Tempat ramai sekali- Bangunan sangat terawat- Tidak sempat menjelajah banyak karena banyak yang direnovasi- Tidak ada kesan mistis lagi"
"Diulas pada 22 Juli 2015","Sempatkan mampir ke gedung/museum ini kalau sedang ada di semarang, banyak cerita dan poto-poto sejarah yang terdapat di dalam bangunan ini. Biasanya nanti kita ditemani oleh pemandu lokal yang menjelaskan sejarahnya bangunan lawang sewu.Di tingkat satu dan dua udara masih tidak terlalu panas karena langit-langit yang tinggi dan banyak jendela sehingga angin masih dapat masuk, tapi begitu naik ke lantai tiga udara terasa makin panas dan pengap, hawanya pun agak tidak enak , konon katanya dulu di lantai tiga ini sempat dijadikan tempat penyiksaan para tawanan perang.Kalau mau lebih spooky lagi bisa ikut tour menelusuri ruang bawah tanah di gedung ini :)"
"Diulas pada 15 Juli 2015","Gedung Lawang Sewu yang sekarang dijadikan Musium/ Gallery Sejarah Kereta Api, dulunya sebuah Kantor Kereta Api yang didirikan Belanda (terkait dengan stasiun pertama - Semarang Tawang). Gedung ini terdiri dari dua bangunan besar- satu bangunan utama (depan) dan satu bangunan tambahan (belakang) yang dibangun setelah gedung depan. Menurut cerita, di gedung belakang inilah yang ruangan bawah tanahnya di alihfungsikan oleh Jepang. Dari yang sebelumnya Ruangan dengan Air-sistem pendingin ruangan kuno, menjadi penjara bawah tanah (saat Jepang menguasai Indonesia)Pengunjung dapat menikmati berbagai benda bersejarah di gedung utama-depan. Mulai dari masterplan pembangunan jalur kereta api di Indonesia buatan Belanda-alat pencetak tiket kuno-hingga bantalan rel kuno.Untuk memasuki wahana ini, pengunjung ditemani pemandu dengan tarif terjangkau. Image mistis Lawang Sewu ternyata sedang dikurangi Pemerintah Semarang dengan meniadakan wisata mistis / horor seperti yang dulu banyak saya dengar. Ini kali pertama saya kesini dan ternyata tidak tersedia ""wisata mistis"". Pemandu yang memandu kami menjelaskan bahwa sudah sejak tahun lalu ditiadakan, wisata mistis malam hari dengan senter menuju saluran air bawah tanah/ gorong-gorong bawah tanah, yang menjadi bahan obrolan mouth to mouth khususnya turis lokal.Jadilah saya dan rekan rekan kantor hanya masuk ke gedung utama-depan dan mengitarinya sambil mendengarkan penjelasan pemandu. Meski demikian, rekan-rekan saya tetap tergelitik untuk mengetahui lebih lanjut Gedung Belakang- yang konon katanya seram. Ada satu jendela di gedung belakang yang sengaja di bolongi, untuk pengunjung yang penasaran melihat akses pintu masuk ke ruangan bawah tanah; yang terkenal lewat acara tv beberapa tahun lalu. Dan ternyata di dekat jendela tersebut ada seonggok kemenyan. Ya...ya... ternyata masih saja beraroma mistis..."
"Diulas pada 14 Juli 2015","Tempatnya agak tua dan menyeramkan, salah satu icon di kota semarang, letaknya cukup strategis di tengah kota semarang dan harga tiket masuknya yang murah"
"",""
"Diulas pada 9 Juli 2015","Full Vintage. Kesan kuno dari jaman kolonialnya sangat terasa. Aura mistis ya tentu saja. Tapi sekarang bangunan ini sudah bersolek dan sangat cantik. Lokasi yang tepat untuk yang hobi fotografi. Rekomendasi untuk dikunjungi"
"Diulas pada 9 Juli 2015","Ini kunjungan pertama saya ke dalam gedung ini. Tempatnya sangat bagus. Untuk masuk ke gedung ini juga tersedia jasa pemandu, namun pemandu-nya kurang bagus, karena tidak menjelasnya keseluruhan obyek yang ada di tempat ini."
"Diulas pada 7 Juli 2015","Lawang Sewu salah satu bangunan bersejarah lokasi perlawan rakyat semarang melawan penjajahan, salah satu icon kota semarang yang mempunyai banyak pintu dan aura mistis."
"Diulas pada 7 Juli 2015","Kami ditemani seorang pemandu yang sangat baik, Pak Totok namanya. Maaf lupa nama lengkapnya. Beliau menjelaskan sejarah Lawang Sewu dengan sangat baik dan ramah. Tidak segan-segan pula menawarkan bantuan untuk mengambil photo.Sayang ada beberapa bagian yang ditutup saat kami kesana, sehingga tidak dapat melihat secara lengkap. Waktu terbaik kunjungan ke sana adalah sore hari, bagi yang suka suasana horror, bias ikut tour malam hari.Hari Sabtu sore ada live music keroncong di halaman belakang.Sukses untuk pengelola Lawang Sewu"
"Diulas pada 4 Juli 2015","Kunjungan pertama saya sangat singkat di tempat ini, kurang lebih hanya 30 menit. Tapi semuanya sangat memuaskan karena saya memakai jasa pemandu, untuk bangunannya terlihat terawat dan bersih. Semua cerita sejarahnya sudah saya ketahui walaupun dengan penjelasan yang sangat cepat. Ada informasi dari pemandu kalau setelah lebaran akan dibuka untuk umum ruang bawah tanahnya. Saya rasa ini sangat bisa jadi tujuan wisata anda bila berkunjung ke Semarang. Terima kasih."
"Diulas pada 30 Juni 2015","Salah satu ikon di kota Semarang, adalah Gedung Lawang Sewu. Gedung ini dijuluki Lawang Sewu karena memiliki banyak sekali pintu, terlebih dengan hadirnya jendela-jendela yang besar dan tinggi yang penampakannya seperti pintu membuat gedung ini semakin terlihat memiliki banyak sekali pintu.Gedung ini milik PT Kereta Api Indonesia, dulunya dipakai untuk kantor kereta api, sekarang dipergunakan untuk wisata dan ada juga ""museum mini"" tentang sedikit sejarah kereta api di Indonesia dan kota Semarang yang terletak di gedung samping, dan tentunya museum ini sudah termasuk dalam tiket yang ditawarkan bila kita mengunjungi Gedung Lawang Sewu.Selain itu pengelola juga akan menawarkan tur dengan jasa guide yang akan mengantar kita ke seluruh bagian dari Gedung Lawang Sewu, termasuk lantai atap bangunan, dan jika berminat juga ada tur bawah tanah.Sebagai bonus kita dapat melihat pemandangan matahari terbenam, dengan latar bekalang tugu muda, apabila kita berkesempatan pergi di sore hari. Terkadang gedung lawang sewu juga digunakan untuk beberapa acara seperti pertunjukan seni, atau sekedar ekspo atau pameran."
"",""
"Diulas pada 28 Juni 2015","Bangunan bersejarah ini sangat indah dan artistik, terletak di pusat kota Semarang. Dulunya merupakan kantor perkeretaapian zaman belanda jadi di dalam bangunan ini merupakan museum yang menjelaskan sejarah kereta api di Indonesia. Hanya bangunan lantai 1 saja yang dibuka untuk pengunjung, sedangkan lantai atas ditutup untuk umum. Jika mengunjungi tempat ini di siang hari sebenarnya sangatlah jauh dari kesannya yang angker karena terletak di pusat keramaian dan banyak orang yang memenuhi tempat ini."
"Diulas pada 28 Juni 2015","lawang sewu sekarang jadi salah satu tempat kunjungan wisata di semarang, setelah di renovasi bangunannya jadi lebih cantik dan eksotik. Bagus buat hunting foto.Pengen kesana lagi karena belum sempat masuk yang bawah tanahnya,hanya parkirnya yang kurang bagus, sepertinya tidak ada penanda yg jelas buat tempat parkirnya."
"Diulas pada 26 Juni 2015","Berkunjung ke kota Semarang, rasanya belum cukup.kalau tidak melihat Lawang sewu.Lokasinya cukup strategis, terletak di ujung jalan Pemuda depan Tugu Muda.Banyak wisatawan domestik dan mancanegara yang berkunjung ke lawang sewu.Disekitarnya banyak orang berjualan.Lawang sewu termasuk bangunan peninggalan jaman Belanda yang unik"
"Diulas pada 25 Juni 2015","Saya senang dengan kunjungan saya ke Lawang Sewu. Bangunannya bersih dan terawat. Bahkan yang paling saya suka adalah toiletnya. Cantikkk!!! Lalu, sebagai pecinta kereta api, saya semakin bersemangat ketika mengetahui fakta bahwa Lawang Sewu ini dlunya adalah kantor perusahaan perkereta-apian di Semarang.Sama sekali tidak ada kesan angker saat saya mengunjunginya. Saya terpukau dengan langgam art deco yang digunakan untuk merancang bangunan. Cukup membayar Rp 11.000 untuk tiket dewasa, saya sudah dapat menikmati keindahannya. Mulai dari lavatory yang cantik, Gedung C yang difungsikan sebagai museum, hingga gedung A, B, dan D. Gedung C menyimpan banyak benda-benda kuno peninggalan Lawang Sewu pada zaman dahulu. Sementara gedung B lebih banyak menyimpan dokumentasi (foto, video, dan replika) tentang Lawang Sewu.Di tengah-tengah kompleks, di bagian plaza, ada kereta-keretaan yang cukup menarik untuk dijadikan objek dan spot berfoto. Ada juga lokomotif kereta di tepi kompleks yang banyak digunakan untuk berfoto.Pokoknya, wajib banget ke Lawang Sewu!"
"Diulas pada 18 Juni 2015","tidak ada kata yang bisa saya ungkapkan saat berkunjung ke Gedung ini, my dream come true...gedungnya lebih indah dan lebih angker dari yg saya bayangkan. berkeliling di sana akan membuat anda seolah kembali ke masa lalu, saat gedung tersebut masih menjadi gedung kantor kereta api. semua tampak orisinil, kerusakan dan kotor di sana sini membuat suasana gedung yang terkenal akan keangkerannya bukan menjadi buruk tapi menjadi makin seram, jangan sampai melewatkan lorong bawah tanah yang akan membuat pengalaman anda takkan terlupakan. saran buat pengelola Gedung, sebaiknya saat musim hujan lebih diperhatikan ruangan yang bocor agak wisatawan tidak terpeleset dan tentu saja, kebersihannya mohon d jaga karena banyak area utamanya got yang penuh sampah."
"Diulas pada 18 Juni 2015","Dengan mengunjungi tempat ini kita menjadi semakin tau arti sejarah perjuangan negara kita dimana para pejuang kita banyak yang disiksa dan dibunuh dengan kejam dan tempat ini merupakan salah satu saksi sejarah yang masih ada akan perjuangan para pendahulu kita."
"",""
"Diulas pada 17 Juni 2015","geduntb lawang sewu memiliki banyak sekali nilai historis, arsitektural yang masih asli, suasana mistis, dan sejarah bercampur. ada kunjungan khusus kalau anda ingin menantang keberanian, jam 18.30 ada tour keliling gedung sampai penjara bawah tanah yg sebelumnya dijadikan tempat pembantaian oleh penjajah."
"Diulas pada 17 Juni 2015","Setelah di restorasi, gedung lawang sewu semakin menarik, wisata ke bawah tanahnya juga menarik, tetapi kurangnya pengetahuan guide dalam cara menjelaskannya perlu diperbaiki."
"Diulas pada 15 Juni 2015","Yeayy lawang sewu sudah tak asing pastinya , saya kesini waktu masa kecil tapi udah agak gede haha agak ngertilah hahaNih d lawang sewu ini bener² lawange ono sewu akeh banget ndes , objek di dalamnya bagus pemirsahh ada pohon juga d tengah bangunan ini bisa foto² di situ atau beteduh sebentarr juga bisa . eitss tapi jangan mos ketinggalan dengan ruangan bawah tanahnya , wooo agak serem sih tapi harus nyoba kalian tenang aja ada pemandunya kok sudah di sediakan senter dan sepatu boot waktu itu di dalem agak banjir² dikit , di bawah itu dulunya di pake buat penjara ada yang satu kotak untuk banyak orang jongkok lagi ehh ada juga yang berdiri cuma sepetak doang tapi sepetak ituu kalo gak salah sampe 5 orang dehh . duhh kasihan yaa ! 😢 ada juga loh tempat pemenggalan kepalaa , haaduuhh . teruuss ada jugaa .... Kepo yaa ? Coba aja langsung deh biar tahu hihihi"
"Diulas pada 12 Juni 2015","Saya diajak kesini sebagai bentuk wisata hari terakhir kunjungan kerja. Walau terpaksa tapi saya ikuti saja. Saat masuk, saya jadi tertarik melihat ini bangunan tua yang masih berdiri kokoh. Secara arsitektur memang sangat menarik, tapi ada beberapa area, seperti ruang bawah tanah yang agak horor (untuk masuk harus bayar lagi). Sayang tidak dipugar dan dirapikan. Kalau tidak pasti jadi tempat wisata yang lebih menaril."
"Diulas pada 6 Juni 2015","Gedung Lawang Sewu ini masih terawat dan dikelola dengan baik sebagai objek wisata. Sangat menarik untuk wisata malam hari diatas pukul 7 malam, karena kita dapat menyusuri gedung dalam kegelapan malam dan hanya dipandu oleh guide dengan menggunakan lampu senter. Menurut informasi dari guide setempat, untuk ke depannya wisata malam akan lebih menarik lagi karena peserta tour dapat menyusuri terowongan bawah tanah dan melihat kondisi penjara bawah tanah. Pencahayaan gedung di bagian luar sangat bagus sehingga cocok untuk berfoto di malam hari."
"Diulas pada 5 Juni 2015","Setelah Lawang Sewu sedikit dipermak, jadi makin cantik jika dilihat dari luar. Tapi belum masuk ke lorong bawah tanahnya.."
"",""
"Diulas pada 5 Juni 2015","Gedung ini dibangun tahun 1904 tapi sampai sekarang masi dijaga dengan baik dan direnovasi , sungguh merupakan warisan budaya yang harus dijaga."
"Diulas pada 4 Juni 2015","dilihat dari luar gedung ini sungguh besar dengan banyak pintu, tapi klo diperhatikan lebih detail kualitas bangunan ini sungguh luar biasa...tembok yg dibangun tanpa semen, lantai marmer dari italia, beberapa ornamen batu langsung dari jerman, semua kusen pintu dan pintu dari kayu jati asli...didalam gedung ini juga banyak memuat informasi penting tentang sejarah transportasi kreta di Indonesia. dan ada beberapa kreta api aslinya peninggalan jaman belanda..tempatnya cukup bersih dan rapi, dan ternyata disini juga tempat shooting salah satu adegan film ""ayat-ayat cinta""tempat ini buka sampe malam, cuma lebih baik ke lawang sewu sebelum sore biar lbh enak foto2nya heheh....tiket masuknya untuk dewasa 10ribu dan harus menggunakan jasa pemandunya 30rb..."
"Diulas pada 4 Juni 2015","Memasuki areal lawang sewu serasa jadi bagian sejarah tempo dulu. Begitu masuk gerbang sebelah kanan terdapat bangunan yang didalamnya terdapat sumur yang dalamnya -/+ 900 meter, dimana airnya konon tidak pernah kering dan cukup untuk kebutuhan seluruh penghuni gedung lawang sewu. Gedungnya memiliki 3 bangunan, yang terdiri dari 2 bangunan utama dan 1 bangunan museum. Konsep pendingin ruangannya juga cukup unik, yaitu dengan membuat ruangan bawah tanah yang digenangii air, sehingga pada saat cuaca panas uap air ruang bawah tanah memberi suasana dingin ruangan atasnya. Namun pada saat pendudukan jepang, ruang bawah tanah ini menjadi penjara dan pembantaian orang-orang Belanda yang menjadi tawanan perang. Hal inilah yang membuat Lawang Sewu menjadi terkesan angker, namun objeknya yang unik membuat Gedung ini menjadi menarik buat foto-foto."
"Diulas pada 4 Juni 2015","Lawang Sewu lebih tertib dibandingkan yang dulu. Jika dulu kita bisa memasuki lawang sewu hingga lantai atas dan memasuki ruang bawa tanah saat malam hari, kini waktu berkunjung di lawang sewu sudah dibatas sampai pukul 9 malam. Di halaman lawang sewu sudah disediakan taman yang dihiasi dengan miniatur kereta api. Wisatawan dapat berfoto-foto di sana. Sayangnya kita hanya bisa melihat-lihat lantai satu saja. Namun, buat anda yang ingin mengetahui sejara kereta api di Semarang, anda bisa melihat foto-foto yang dipamerkan di ruangan bagian luar."
"Diulas pada 2 Juni 2015","Gedung ini cukup mencekam suasananya dan lembab, namun kedua kali kami pergi bagian luar telah dipugar dan cukup rapih, namun suasana mistik tetap nyata, terutama anak kami yang besar adalah indigo yang dapat berkomunikasi dengan mahluk astral, buat dia cukup keringat dingin"
"Diulas pada 2 Juni 2015","tempat bagus kebersihan ok, kwalitas kuliner disekitar banyak pilihan & harganya masih ada yang bersahabat tapi juga ada yangasal babat langsung sikat alias raja tega dengan berbagai cara. daerah lumayan tertib dengan banyaknya rambu2 yang ada tetapi aparat kurang bisa diandalkan pada situasi & kondisi tertentu, klo lewat harus lebih banyak berhati-hati karena banyak persimpangan&penyimpangan"
"",""
"Diulas pada 29 Mei 2015","Mengunjungi lawang sewu ini sebenarnya bagi saya adalah kunjungan kedua.Wisata ke tempat ini adalah wisata sejarah terkait perkereta apian di Indonesia.Aspek lain dari wisata disini adalah uji adrenalin, karena ruang bawah tanah cukup menegangkan, tapi sayangnya ruang bawah tanahnya saat kunjungan kedua ini masih dalam renovasi, jadi nggak bisa menikmatinya."
"Diulas pada 26 Mei 2015","Lawang sewu gedung tua ditengah kota semarang yang cantik dan unik, saya sangat suka konsep gedungnya, khas kolonial belanda, asri, dan sangat cantik sebagai spot foto serta kental dengan nila historis.lawang sewu sangat asri dan bersih, banyak pohon dan bunga kamboja kuning yang menghiasi sudut2 gedung menambah pesona gedung ini.sayang waktu saya kesana, ruang bawah tanah nya sedang direnovasi jadi ditutup, gagal deh keruang bawah tanah,  klo ke semarang jangan lupa mampir ke lawang sewu karena ini adalah ikon kota semarang"
"Diulas pada 25 Mei 2015","Bangunan lama belanda disemarang. Dulu tahun 2000an Pertama kali saya melihat lawang sewu terkesan seram apalagi dibumbui cerita mistis. Tahun 2005 saya mencoba uji nyali utk foto2 kenangan bersama teman2 SMA3. Dan saat itu diajak masuk kedalam oleh penjaga untuk mencari spot foto. Saat masuk kedalam, saya melihat tangga utama yg penuh dengan debu. Merinding bulu kuduk pada saat itu. Mencoba foto2 didalam tetapi karena cahaya kurang sehingga hasilnya kurang memuaskan. Akhirnya kami diajak keliling untuk mencari spot diluar. Pada saat itu waktu menjelang magrib. Sehingga penjaga mewanti supaya tidak larut malam. Jam 18.00 kami keluar meninggalkan lawang sewu dengan jalan cepat karena waktu sudah agak gelap. Sekarang lawang sewu berubah total kesan mistis hilang cahaya terang dimana2 walapun cerita2 mistis tetap ada. Overall lawang sewu layak dikunjungi walaupun punya cerita mistis. Lawang sewu memiliki nilai sejarah yang tinggi"
"Diulas pada 22 Mei 2015","Tempat ini sudah saya kunjungi lebih dari 4 kali. Kunjungan siang hari kita bisa melihat ruangan paling atas yang dipenuhi kelelawar. Kita bisa mengelilingi semua tempat yang konon ini adalah penjara bawah tanah peninggalan Belanda. Satu tempat yang tidak pernah dan tidak akan saya masuki adalah bawah tanah yang berisi air.  Meskipun ada penyewaan sepatu tapi saya selalu merasa ketakutan kalau melewati ruangan ini. Kunjungan malam hari, siap2 dengan lampu senter karena mmg tidak ada penerangan. Dan jujur, saya merasa ketakutan apalagi tempat ini pernah menjadi salah satu tempat uji nyali salah satu stasiun tv. Namanya Lawang Sewu yang artinya seribu pintu. Saya belum pernah menghitung,  tapi karena banyaknya pintu ya anggaplah seribu. Peninggalan ini benar2 menakjubkan karena pada masa nya, manusia sudah bisa membangun gedung semegah itu. Megah menurut saya karena begitu banyak ruangan yang menggunakan pintu sebagai perputaran udara. Di luar area gedung ada satu lokomotif tua yang dipajang dan anak saya tidak pernah melewatkan kunjungan ke Lawang Sewu karena senang berada di atas loko tua tersebut meskipun tidak pernah mau masuk mengikuti tur ke dalam."
"Diulas pada 21 Mei 2015","Gedung ini unik. Banyak pintu. Namanya juga uda sewu. Seribu. Ada banyak benda bersejarah. Seperti kereta api juga ada. Dan banyak informasi sejarah disini. Kita bangga jadi warga negara indonesia. Banyak sejarah dan kebudayaan."
"Diulas pada 19 Mei 2015","Berbeda dengan suasana pada malam hari, pada pagi hari tidak ada kesan mistis dan angker. Bangunan ini malah nampak bersahabat dan cerah pada pagi hari. Saat ini bangunannya juga nampak rapi dan terawat sehingga pada pagi hari seperti berkunjung ke bangunan megah bernuansa kolonial biasa."
"",""
"Diulas pada 19 Mei 2015","pertama kali kesana bingung karena gedung lawang sewu yang konon horror itu ternyata terletak di pusat kota semarang.pas masuk, ternyata didalamnya masih sangat terasa bau gedung tua nya, dan berhubung kesananya siang hari dan tidak semua nya saya kelilingi sehingga saya tidak emenemukan hal-hal mistis.tapi buat yang belum pernah kesini wajib sih kesini sih."
"Diulas pada 16 Mei 2015","Ingin tau ttg lawang sewu, sy datang uda mepet waktu mau tutup, sy di antar pemandu bayar rp 30 rb, karcis masuk 10 rb berkeliling kira2 1jam an,cuma ga smua karena lgi ada renovasi, kesan magis nya ud kurang, lantai yg atas yg dari kayu yg cukup menarik bagi saya.. dan trnyata lawang/pintunya ga ada  1000 tuh..."
"Diulas pada 15 Mei 2015","walalupun lebih terkenal dengan suasana mistisnya, sebenarnya secara bangunan itu sendiri Lawang sewu sangat bagus. Bangunan belanda yang sejuk dan penuh detail, terutama set stained glass nya."
